-3.141592653589793e+00 -1.000000000000000e+00 0.000000000000000e+00
-3.110176727053895e+00 -9.995065604352938e-01 6.956224485321627e-11
-3.078760800517998e+00 -9.980267285316543e-01 1.033827468077675e-10
-3.047344873982100e+00 -9.955619647167789e-01 1.136988281302820e-10
-3.015928947446202e+00 -9.921147014238951e-01 1.094172530358151e-10
-2.984513020910304e+00 -9.876883406920138e-01 9.687595170504437e-11
-2.953097094374407e+00 -9.822872508091456e-01 8.045675237156047e-11
-2.921681167838509e+00 -9.759167620018199e-01 6.307221411816499e-11
-2.890265241302611e+00 -9.685831611751832e-01 4.655176244483528e-11
-2.858849314766713e+00 -9.602936857088848e-01 3.194133846307068e-11
-2.827433388230816e+00 -9.510565163148915e-01 1.973743390948357e-11
-2.796017461694918e+00 -9.408807689642893e-01 1.006317251750488e-11
-2.764601535159020e+00 -9.297764858910547e-01 2.802535981061283e-12
-2.733185608623122e+00 -9.177546256816794e-01 2.302602553072575e-12
-2.701769682087225e+00 -9.048270524604396e-01 5.580980122488199e-12
-2.670353755551327e+00 -8.910065241809852e-01 7.383760269874529e-12
-2.638937829015429e+00 -8.763066800358130e-01 8.051892486093948e-12
-2.607521902479531e+00 -8.607420269960495e-01 7.895573084226726e-12
-2.576105975943634e+00 -8.443279254948333e-01 7.183476036232150e-12
-2.544690049407736e+00 -8.270805742684255e-01 6.138201058547566e-12
-2.513274122871838e+00 -8.090169943700134e-01 4.936051567483446e-12
-2.481858196335940e+00 -7.901550123719826e-01 3.710032281389886e-12
-2.450442269800043e+00 -7.705132427732371e-01 2.554623179662485e-12
-2.419026343264145e+00 -7.501110696289307e-01 1.531441640167941e-12
-2.387610416728247e+00 -7.289686274207390e-01 6.753486658794827e-13
-2.356194490192349e+00 -7.071067811865506e-01 0.000000000000000e+00
-2.324778563656452e+00 -6.845471059291894e-01 4.974909373345326e-13
-2.293362637120554e+00 -6.613118653244856e-01 8.302247778146921e-13
-2.261946710584656e+00 -6.374239897497125e-01 1.018962692000969e-12
-2.230530784048758e+00 -6.129070536540691e-01 1.088573675644966e-12
-2.199114857512861e+00 -5.877852522935418e-01 1.064481836010600e-12
-2.167698930976963e+00 -5.620833778531074e-01 9.722223026642496e-13
-2.136283004441065e+00 -5.358267949798363e-01 8.349987368205802e-13
-2.104867077905167e+00 -5.090414157510488e-01 6.724620860154573e-13
-2.073451151369270e+00 -4.817536741022224e-01 5.018763182818020e-13
-2.042035224833372e+00 -4.539904997398886e-01 3.363420653101912e-13
-2.010619298297474e+00 -4.257792915652638e-01 1.854627562636324e-13
-1.979203371761576e+00 -3.971478906348421e-01 5.573319583618286e-14
-1.947787445225678e+00 -3.681245526846345e-01 4.923839114212569e-14
-1.916371518689780e+00 -3.387379202451692e-01 1.279532035880493e-13
-1.884955592153882e+00 -3.090169943747720e-01 1.812439087700568e-13
-1.853539665617984e+00 -2.789911060390238e-01 2.113309527373986e-13
-1.822123739082086e+00 -2.486898871646397e-01 2.209621374760218e-13
-1.790707812546188e+00 -2.181432413963341e-01 2.143007993282708e-13
-1.759291886010290e+00 -1.873813145855360e-01 1.945110739143274e-13
-1.727875959474392e+00 -1.564344650400708e-01 1.659783421814609e-13
-1.696460032938494e+00 -1.253332335641778e-01 1.322830733840874e-13
-1.665044106402596e+00 -9.410831331842395e-02 9.618694729596200e-14
-1.633628179866698e+00 -6.279051952925818e-02 6.097899962753672e-14
-1.602212253330800e+00 -3.141075907810575e-02 2.828987044622977e-14
-1.570796326794902e+00 -5.773159728050814e-15 6.123233995736757e-17
-1.539380400259004e+00 3.141075907809920e-02 2.342570581959080e-14
-1.507964473723106e+00 6.279051952926706e-02 4.070355164031980e-14
-1.476548547187208e+00 9.410831331845615e-02 5.261069357942461e-14
-1.445132620651310e+00 1.253332335642401e-01 5.867528685143952e-14
-1.413716694115413e+00 1.564344650401652e-01 6.020184351029911e-14
-1.382300767579515e+00 1.873813145856615e-01 5.773159728050814e-14
-1.350884841043617e+00 2.181432413964857e-01 5.159761506945415e-14
-1.319468914507719e+00 2.486898871648060e-01 4.357625371653739e-14
-1.288052987971821e+00 2.789911060391903e-01 3.380629109983602e-14
-1.256637061435923e+00 3.090169943749186e-01 2.381428387820961e-14
-1.225221134900025e+00 3.387379202452729e-01 1.348920974919565e-14
-1.193805208364127e+00 3.681245526846688e-01 4.329869796038111e-15
-1.162389281828229e+00 3.971478906347796e-01 3.719247132494274e-15
-1.130973355292331e+00 4.257792915650784e-01 1.038058528024521e-14
-1.099557428756433e+00 4.539904997395576e-01 1.537658889105842e-14
-1.068141502220535e+00 4.817536741017294e-01 1.854072451124011e-14
-1.036725575684637e+00 5.090414157503871e-01 2.009503674571533e-14
-1.005309649148739e+00 5.358267949790128e-01 2.031708135064037e-14
-9.738937226128408e-01 5.620833778521450e-01 1.842970220877760e-14
-9.424777960769428e-01 5.877852522924856e-01 1.632027846198980e-14
-9.110618695410448e-01 6.129070536529866e-01 1.387778780781446e-14
-8.796459430051469e-01 6.374239897486962e-01 1.010302952408893e-14
