   0.0000000e+00   1.5000000e+00   0.0000000e+00   1.5000000e+02
   2.0000000e-02   1.5000000e+00   0.0000000e+00   1.5000000e+02
   4.0000000e-02   1.5000000e+00   9.2864125e-02   1.4071359e+02
   6.0000000e-02   1.5000000e+00   3.5679374e-01   1.1432063e+02
   8.0000000e-02   1.5000000e+00   9.8240469e-01   5.1759531e+01
   1.0000000e-01   1.5000000e+00   1.1339198e+00   3.6608016e+01
   1.2000000e-01   1.5000000e+00   1.2658847e+00   2.3411535e+01
   1.4000000e-01   1.5000000e+00   1.4467253e+00   5.3274682e+00
   1.6000000e-01   1.5000000e+00   1.6177908e+00  -1.1779081e+01
   1.8000000e-01   1.5000000e+00   1.6959922e+00  -1.9599218e+01
   2.0000000e-01   1.5000000e+00   1.7497556e+00  -2.4975562e+01
   2.2000000e-01   1.5000000e+00   1.7204301e+00  -2.2043011e+01
   2.4000000e-01   1.5000000e+00   1.6911046e+00  -1.9110459e+01
   2.6000000e-01   1.5000000e+00   1.6129032e+00  -1.1290323e+01
   2.8000000e-01   1.5000000e+00   1.5689150e+00  -6.8914956e+00
   3.0000000e-01   1.5000000e+00   1.5347019e+00  -3.4701857e+00
   3.2000000e-01   1.5000000e+00   1.4956012e+00   4.3988270e-01
   3.4000000e-01   1.5000000e+00   1.4711632e+00   2.8836755e+00
   3.6000000e-01   1.5000000e+00   1.4173998e+00   8.2600196e+00
   3.8000000e-01   1.5000000e+00   1.3978495e+00   1.0215054e+01
   4.0000000e-01   1.5000000e+00   1.4467253e+00   5.3274682e+00
   4.2000000e-01   1.5000000e+00   1.5298143e+00  -2.9814272e+00
   4.4000000e-01   1.5000000e+00   1.6275660e+00  -1.2756598e+01
   4.6000000e-01   1.5000000e+00   1.6813294e+00  -1.8132942e+01
   4.8000000e-01   1.5000000e+00   1.6617791e+00  -1.6177908e+01
   5.0000000e-01   1.5000000e+00   1.5640274e+00  -6.4027370e+00
   5.2000000e-01   1.5000000e+00   1.5102639e+00  -1.0263930e+00
   5.4000000e-01   1.5000000e+00   1.4760508e+00   2.3949169e+00
   5.6000000e-01   1.5000000e+00   1.4271750e+00   7.2825024e+00
   5.8000000e-01   1.5000000e+00   1.3978495e+00   1.0215054e+01
   6.0000000e-01   1.5000000e+00   1.4271750e+00   7.2825024e+00
   6.2000000e-01   1.5000000e+00   1.5298143e+00  -2.9814272e+00
   6.4000000e-01   1.5000000e+00   1.5982405e+00  -9.8240469e+00
   6.6000000e-01   1.5000000e+00   1.6568915e+00  -1.5689150e+01
   6.8000000e-01   1.5000000e+00   1.6568915e+00  -1.5689150e+01
   7.0000000e-01   1.5000000e+00   1.6275660e+00  -1.2756598e+01
   7.2000000e-01   1.5000000e+00   1.5982405e+00  -9.8240469e+00
   7.4000000e-01   1.5000000e+00   1.5542522e+00  -5.4252199e+00
   7.6000000e-01   1.5000000e+00   1.5249267e+00  -2.4926686e+00
   7.8000000e-01   1.5000000e+00   1.4711632e+00   2.8836755e+00
   8.0000000e-01   1.5000000e+00   1.4369501e+00   6.3049853e+00
   8.2000000e-01   1.5000000e+00   1.3929619e+00   1.0703812e+01
   8.4000000e-01   1.5000000e+00   1.4222874e+00   7.7712610e+00
   8.6000000e-01   1.5000000e+00   1.5249267e+00  -2.4926686e+00
   8.8000000e-01   1.5000000e+00   1.5786901e+00  -7.8690127e+00
   9.0000000e-01   1.5000000e+00   1.6471163e+00  -1.4711632e+01
   9.2000000e-01   1.5000000e+00   1.6031281e+00  -1.0312805e+01
   9.4000000e-01   1.5000000e+00   1.5542522e+00  -5.4252199e+00
   9.6000000e-01   1.5000000e+00   1.5151515e+00  -1.5151515e+00
   9.8000000e-01   1.5000000e+00   1.4760508e+00   2.3949169e+00
   1.0000000e+00   1.5000000e+00   1.4271750e+00   7.2825024e+00
   1.0200000e+00   1.5000000e+00   1.3929619e+00   1.0703812e+01
   1.0400000e+00   1.5000000e+00   1.5444770e+00  -4.4477028e+00
   1.0600000e+00   1.5000000e+00   1.6324536e+00  -1.3245357e+01
   1.0800000e+00   1.5000000e+00   1.6813294e+00  -1.8132942e+01
   1.1000000e+00   1.5000000e+00   1.6617791e+00  -1.6177908e+01
   1.1200000e+00   1.5000000e+00   1.6129032e+00  -1.1290323e+01
   1.1400000e+00   1.5000000e+00   1.5591398e+00  -5.9139785e+00
   1.1600000e+00   1.5000000e+00   1.4956012e+00   4.3988270e-01
   1.1800000e+00   1.5000000e+00   1.4516129e+00   4.8387097e+00
   1.2000000e+00   1.5000000e+00   1.4125122e+00   8.7487781e+00
   1.2200000e+00   1.5000000e+00   1.4027370e+00   9.7262952e+00
   1.2400000e+00   1.5000000e+00   1.4809384e+00   1.9061584e+00
   1.2600000e+00   1.5000000e+00   1.5542522e+00  -5.4252199e+00
   1.2800000e+00   1.5000000e+00   1.6324536e+00  -1.3245357e+01
   1.3000000e+00   1.5000000e+00   1.6520039e+00  -1.5200391e+01
   1.3200000e+00   1.5000000e+00   1.6177908e+00  -1.1779081e+01
   1.3400000e+00   1.5000000e+00   1.5542522e+00  -5.4252199e+00
   1.3600000e+00   1.5000000e+00   1.5200391e+00  -2.0039101e+00
   1.3800000e+00   1.5000000e+00   1.4907136e+00   9.2864125e-01
   1.4000000e+00   1.5000000e+00   1.2805474e+00   2.1945259e+01
   1.4200000e+00   1.5000000e+00   1.2365591e+00   2.6344086e+01
   1.4400000e+00   1.5000000e+00   1.2365591e+00   2.6344086e+01
   1.4600000e+00   1.5000000e+00   1.3196481e+00   1.8035191e+01
   1.4800000e+00   1.5000000e+00   1.4173998e+00   8.2600196e+00
   1.5000000e+00   1.5000000e+00   1.4662757e+00   3.3724340e+00
   1.5200000e+00   1.5000000e+00   1.5444770e+00  -4.4477028e+00
   1.5400000e+00   1.5000000e+00   1.6226784e+00  -1.2267840e+01
   1.5600000e+00   1.5000000e+00   1.6471163e+00  -1.4711632e+01
   1.5800000e+00   1.5000000e+00   1.6177908e+00  -1.1779081e+01
   1.6000000e+00   1.5000000e+00   1.6031281e+00  -1.0312805e+01
   1.6200000e+00   1.5000000e+00   1.5786901e+00  -7.8690127e+00
   1.6400000e+00   1.5000000e+00   1.5347019e+00  -3.4701857e+00
   1.6600000e+00   1.5000000e+00   1.5151515e+00  -1.5151515e+00
   1.6800000e+00   1.5000000e+00   1.4173998e+00   8.2600196e+00
   1.7000000e+00   1.5000000e+00   1.3098729e+00   1.9012708e+01
   1.7200000e+00   1.5000000e+00   1.3098729e+00   1.9012708e+01
   1.7400000e+00   1.5000000e+00   1.4320626e+00   6.7937439e+00
   1.7600000e+00   1.5000000e+00   1.5444770e+00  -4.4477028e+00
   1.7800000e+00   1.5000000e+00   1.6568915e+00  -1.5689150e+01
   1.8000000e+00   1.5000000e+00   1.7497556e+00  -2.4975562e+01
   1.8200000e+00   1.5000000e+00   1.7106549e+00  -2.1065494e+01
   1.8400000e+00   1.5000000e+00   1.6715543e+00  -1.7155425e+01
