   0.0000000e+00   1.5000000e+00   0.0000000e+00   1.6875000e+01
   2.0000000e-02   1.5000000e+00   0.0000000e+00   1.9102500e+01
   4.0000000e-02   1.5000000e+00   5.0342131e-01   1.5666510e+01
   6.0000000e-02   1.5000000e+00   5.8162268e-01   1.6266664e+01
   8.0000000e-02   1.5000000e+00   6.9892473e-01   1.6310806e+01
   1.0000000e-01   1.5000000e+00   8.3577713e-01   1.5960814e+01
   1.2000000e-01   1.5000000e+00   9.7751711e-01   1.5352610e+01
   1.4000000e-01   1.5000000e+00   1.1094819e+00   1.4643893e+01
   1.6000000e-01   1.5000000e+00   1.2170088e+00   1.4014135e+01
   1.8000000e-01   1.5000000e+00   1.5835777e+00   1.0310477e+01
   2.0000000e-01   1.5000000e+00   1.6666667e+00   9.2516129e+00
   2.2000000e-01   1.5000000e+00   1.7253177e+00   8.3442889e+00
   2.4000000e-01   1.5000000e+00   1.7790811e+00   7.4048534e+00
   2.6000000e-01   1.5000000e+00   1.8328446e+00   6.3855792e+00
   2.8000000e-01   1.5000000e+00   1.8719453e+00   5.4514223e+00
   3.0000000e-01   1.5000000e+00   1.9354839e+00   4.1842742e+00
   3.2000000e-01   1.5000000e+00   1.9843597e+00   2.9877273e+00
   3.4000000e-01   1.5000000e+00   2.0185728e+00   1.8835557e+00
   3.6000000e-01   1.5000000e+00   2.0087977e+00   1.2234457e+00
   3.8000000e-01   1.5000000e+00   1.9941349e+00   6.3283724e-01
   4.0000000e-01   1.5000000e+00   1.9550342e+00   3.3892962e-01
   4.2000000e-01   1.5000000e+00   1.9257087e+00  -6.8841642e-03
   4.4000000e-01   1.5000000e+00   1.8670577e+00   2.0762463e-02
   4.6000000e-01   1.5000000e+00   1.8279570e+00  -8.4435484e-02
   4.8000000e-01   1.5000000e+00   1.7741935e+00   3.3387097e-02
   5.0000000e-01   1.5000000e+00   1.6520039e+00   1.0008431e+00
   5.2000000e-01   1.5000000e+00   1.5982405e+00   1.3799560e+00
   5.4000000e-01   1.5000000e+00   1.5542522e+00   1.7289370e+00
   5.6000000e-01   1.5000000e+00   1.5200391e+00   2.0332698e+00
