   1  1.208621101054386e+01
   2  1.232888554867866e+00
   3  1.278004644286800e-01
   4  1.598181097640557e-02
   5  3.411709589140361e-03
   6  1.124835664007861e-03
   7  4.122162529986339e-04
   8  1.566931204526712e-04
   9  6.078291384187493e-05
  10  2.391088381669606e-05
  11  9.501863168945316e-06
  12  3.804795833710722e-06
  13  1.532544843328585e-06
  14  6.201864020645346e-07
  15  2.519240328493450e-07
  16  1.026511847872913e-07
  17  4.193555297106435e-08
  18  1.716923490596910e-08
  19  7.042580322568375e-09
  20  2.893436750665153e-09
  21  1.190439260986852e-09
  22  4.903848802606419e-10
  23  2.022280123357527e-10
  24  8.347715379564978e-11
  25  3.448854479485294e-11
  26  1.426005180327109e-11
  27  5.899861077355487e-12
  28  2.442825131377900e-12
  29  1.011969401431303e-12
  30  4.195033782283952e-13
  31  1.739262789945700e-13
  32  7.217166999288010e-14
  33  2.980943652478010e-14
  34  1.248198817421126e-14
  35  5.416250078505089e-15
  36  2.349899218380883e-15
