   0.0000000e+00  -6.5000000e+01
   4.0927878e-01  -6.5089826e+01
   8.1855756e-01  -6.5163997e+01
   1.4185576e+00  -6.5249334e+01
   2.0000000e+00  -6.5307723e+01
   2.0000000e+00  -6.5307723e+01
   2.0000000e+00  -6.5307723e+01
   2.2595391e+00  -6.4123860e+01
   2.5190781e+00  -6.3074486e+01
   2.8558790e+00  -6.1837657e+01
   3.2637140e+00  -6.0435629e+01
   3.7467618e+00  -5.8757569e+01
   4.0000000e+00  -5.7785769e+01
   4.0000000e+00  -5.7785769e+01
   4.0000000e+00  -5.7785769e+01
   4.2265107e+00  -5.7888704e+01
   4.4530214e+00  -5.7897926e+01
   4.7966703e+00  -5.7958457e+01
   5.2095394e+00  -5.8287044e+01
   5.7826867e+00  -5.9439535e+01
   6.3826867e+00  -6.1526800e+01
   6.9826867e+00  -6.3891901e+01
   7.5826867e+00  -6.5761715e+01
   8.0723817e+00  -6.6747402e+01
   8.5420111e+00  -6.7307690e+01
   9.0662798e+00  -6.7610426e+01
   9.6644067e+00  -6.7680799e+01
   1.0264407e+01  -6.7571514e+01
   1.0864407e+01  -6.7360202e+01
   1.1464407e+01  -6.7096384e+01
   1.2064407e+01  -6.6811598e+01
   1.2664407e+01  -6.6526125e+01
   1.3264407e+01  -6.6253087e+01
   1.3864407e+01  -6.6000940e+01
   1.4464407e+01  -6.5774997e+01
   1.5064407e+01  -6.5578362e+01
   1.5664407e+01  -6.5412492e+01
   1.6264407e+01  -6.5277541e+01
   1.6864407e+01  -6.5172580e+01
   1.7464407e+01  -6.5095752e+01
   1.8064407e+01  -6.5044424e+01
   1.8664407e+01  -6.5015348e+01
   1.9264407e+01  -6.5004862e+01
   1.9864407e+01  -6.5009099e+01
   2.0464407e+01  -6.5024218e+01
   2.1064407e+01  -6.5046610e+01
   2.1664407e+01  -6.5073066e+01
   2.2264407e+01  -6.5100894e+01
   2.2864407e+01  -6.5127978e+01
   2.3464407e+01  -6.5152786e+01
   2.4064407e+01  -6.5174320e+01
   2.4664407e+01  -6.5192056e+01
   2.5264407e+01  -6.5205852e+01
   2.5864407e+01  -6.5215854e+01
   2.6464407e+01  -6.5222414e+01
   2.7064407e+01  -6.5226009e+01
   2.7664407e+01  -6.5227178e+01
   2.8264407e+01  -6.5226470e+01
   2.8864407e+01  -6.5224408e+01
   2.9464407e+01  -6.5221463e+01
   3.0000000e+01  -6.5218417e+01
