   0.0000000e+00   1.4142136e-01   1.4142136e-01
   1.2394558e-06   1.4142445e-01   1.4142260e-01
   7.4367348e-06   1.4143995e-01   1.4142879e-01
   3.8423130e-05   1.4151740e-01   1.4145977e-01
   1.9335510e-04   1.4190442e-01   1.4161438e-01
   4.9240524e-04   1.4265030e-01   1.4191162e-01
   7.9301761e-04   1.4339853e-01   1.4220883e-01
   1.0955295e-03   1.4414996e-01   1.4250634e-01
   1.3999552e-03   1.4490459e-01   1.4280414e-01
   1.7063070e-03   1.4566243e-01   1.4310223e-01
   2.0145994e-03   1.4642350e-01   1.4340061e-01
   2.3248452e-03   1.4718782e-01   1.4369928e-01
   2.6370590e-03   1.4795539e-01   1.4399822e-01
   2.9512540e-03   1.4872622e-01   1.4429744e-01
   3.2674442e-03   1.4950034e-01   1.4459694e-01
   3.5856445e-03   1.5027776e-01   1.4489671e-01
   3.9058686e-03   1.5105849e-01   1.4519675e-01
   4.2281307e-03   1.5184254e-01   1.4549706e-01
   4.5524470e-03   1.5262993e-01   1.4579763e-01
   4.8788287e-03   1.5342068e-01   1.4609846e-01
   5.2072936e-03   1.5421479e-01   1.4639955e-01
   5.5378553e-03   1.5501228e-01   1.4670089e-01
   5.8705279e-03   1.5581316e-01   1.4700249e-01
   6.2053290e-03   1.5661746e-01   1.4730433e-01
   6.5422709e-03   1.5742518e-01   1.4760641e-01
   6.8813693e-03   1.5823633e-01   1.4790873e-01
   7.2226401e-03   1.5905094e-01   1.4821129e-01
   7.5660986e-03   1.5986901e-01   1.4851408e-01
   7.9117609e-03   1.6069057e-01   1.4881710e-01
   8.2596416e-03   1.6151561e-01   1.4912035e-01
   8.6097566e-03   1.6234417e-01   1.4942382e-01
   8.9621229e-03   1.6317625e-01   1.4972750e-01
   9.3167561e-03   1.6401186e-01   1.5003140e-01
   9.6736721e-03   1.6485103e-01   1.5033551e-01
   1.0032887e-02   1.6569377e-01   1.5063983e-01
   1.0394417e-02   1.6654009e-01   1.5094434e-01
   1.0758280e-02   1.6739000e-01   1.5124906e-01
   1.1124491e-02   1.6824353e-01   1.5155397e-01
   1.1493066e-02   1.6910068e-01   1.5185906e-01
   1.1864024e-02   1.6996147e-01   1.5216434e-01
   1.2237381e-02   1.7082591e-01   1.5246981e-01
   1.2613155e-02   1.7169403e-01   1.5277544e-01
   1.2991362e-02   1.7256583e-01   1.5308125e-01
   1.3372020e-02   1.7344133e-01   1.5338723e-01
   1.3755146e-02   1.7432055e-01   1.5369337e-01
   1.4140758e-02   1.7520349e-01   1.5399966e-01
   1.4528873e-02   1.7609018e-01   1.5430611e-01
   1.4919510e-02   1.7698063e-01   1.5461271e-01
   1.5312686e-02   1.7787485e-01   1.5491945e-01
   1.5708421e-02   1.7877287e-01   1.5522632e-01
   1.6106731e-02   1.7967469e-01   1.5553333e-01
   1.6507635e-02   1.8058033e-01   1.5584047e-01
   1.6911151e-02   1.8148980e-01   1.5614772e-01
   1.7317299e-02   1.8240312e-01   1.5645510e-01
   1.7726098e-02   1.8332031e-01   1.5676259e-01
   1.8137565e-02   1.8424139e-01   1.5707018e-01
   1.8551720e-02   1.8516635e-01   1.5737787e-01
   1.8968583e-02   1.8609523e-01   1.5768566e-01
   1.9388173e-02   1.8702804e-01   1.5799354e-01
   1.9810509e-02   1.8796479e-01   1.5830150e-01
   2.0235609e-02   1.8890549e-01   1.5860954e-01
   2.0663495e-02   1.8985017e-01   1.5891764e-01
   2.1094187e-02   1.9079884e-01   1.5922582e-01
   2.1527705e-02   1.9175151e-01   1.5953405e-01
   2.1964067e-02   1.9270820e-01   1.5984234e-01
   2.2403295e-02   1.9366893e-01   1.6015068e-01
   2.2845409e-02   1.9463370e-01   1.6045905e-01
   2.3290430e-02   1.9560254e-01   1.6076746e-01
   2.3738378e-02   1.9657546e-01   1.6107590e-01
   2.4189274e-02   1.9755248e-01   1.6138435e-01
   2.4643140e-02   1.9853362e-01   1.6169282e-01
   2.5099996e-02   1.9951888e-01   1.6200130e-01
   2.5559864e-02   2.0050828e-01   1.6230978e-01
   2.6022765e-02   2.0150185e-01   1.6261826e-01
   2.6488721e-02   2.0249959e-01   1.6292672e-01
   2.6957752e-02   2.0350152e-01   1.6323515e-01
   2.7429882e-02   2.0450765e-01   1.6354356e-01
   2.7905132e-02   2.0551801e-01   1.6385194e-01
   2.8383524e-02   2.0653260e-01   1.6416027e-01
   2.8865082e-02   2.0755145e-01   1.6446855e-01
   2.9349826e-02   2.0857456e-01   1.6477677e-01
   2.9837779e-02   2.0960196e-01   1.6508493e-01
   3.0328966e-02   2.1063366e-01   1.6539301e-01
   3.0823406e-02   2.1166968e-01   1.6570101e-01
   3.1321126e-02   2.1271002e-01   1.6600892e-01
   3.1822147e-02   2.1375472e-01   1.6631673e-01
   3.2326493e-02   2.1480377e-01   1.6662443e-01
   3.2834187e-02   2.1585720e-01   1.6693202e-01
   3.3345253e-02   2.1691503e-01   1.6723949e-01
   3.3859714e-02   2.1797726e-01   1.6754682e-01
   3.4377594e-02   2.1904392e-01   1.6785401e-01
   3.4898917e-02   2.2011501e-01   1.6816105e-01
   3.5423706e-02   2.2119056e-01   1.6846793e-01
   3.5951988e-02   2.2227058e-01   1.6877465e-01
   3.6483787e-02   2.2335508e-01   1.6908118e-01
   3.7019127e-02   2.2444409e-01   1.6938753e-01
   3.7558033e-02   2.2553761e-01   1.6969369e-01
   3.8100530e-02   2.2663567e-01   1.6999963e-01
   3.8646642e-02   2.2773827e-01   1.7030537e-01
   3.9196396e-02   2.2884543e-01   1.7061087e-01
   3.9749814e-02   2.2995717e-01   1.7091614e-01
   4.0306925e-02   2.3107350e-01   1.7122117e-01
   4.0867754e-02   2.3219444e-01   1.7152594e-01
   4.1432325e-02   2.3332001e-01   1.7183044e-01
   4.2000666e-02   2.3445021e-01   1.7213466e-01
   4.2572801e-02   2.3558506e-01   1.7243860e-01
   4.3148759e-02   2.3672458e-01   1.7274224e-01
   4.3728564e-02   2.3786878e-01   1.7304557e-01
   4.4312243e-02   2.3901768e-01   1.7334859e-01
   4.4899823e-02   2.4017129e-01   1.7365127e-01
   4.5491330e-02   2.4132962e-01   1.7395361e-01
   4.6086790e-02   2.4249270e-01   1.7425559e-01
   4.6686232e-02   2.4366053e-01   1.7455721e-01
   4.7289684e-02   2.4483313e-01   1.7485845e-01
   4.7897170e-02   2.4601051e-01   1.7515930e-01
   4.8508720e-02   2.4719269e-01   1.7545975e-01
   4.9124361e-02   2.4837968e-01   1.7575979e-01
   4.9744118e-02   2.4957150e-01   1.7605941e-01
   5.0368021e-02   2.5076816e-01   1.7635858e-01
   5.0996098e-02   2.5196967e-01   1.7665730e-01
   5.1628376e-02   2.5317604e-01   1.7695557e-01
   5.2264885e-02   2.5438730e-01   1.7725335e-01
   5.2905650e-02   2.5560345e-01   1.7755065e-01
   5.3550702e-02   2.5682451e-01   1.7784744e-01
   5.4200067e-02   2.5805048e-01   1.7814372e-01
   5.4853778e-02   2.5928139e-01   1.7843946e-01
   5.5511858e-02   2.6051725e-01   1.7873467e-01
   5.6174340e-02   2.6175806e-01   1.7902932e-01
   5.6841251e-02   2.6300385e-01   1.7932339e-01
   5.7512620e-02   2.6425462e-01   1.7961689e-01
   5.8188475e-02   2.6551039e-01   1.7990978e-01
   5.8868847e-02   2.6677116e-01   1.8020206e-01
   5.9553764e-02   2.6803696e-01   1.8049371e-01
   6.0243256e-02   2.6930779e-01   1.8078472e-01
   6.0937350e-02   2.7058365e-01   1.8107507e-01
   6.1636078e-02   2.7186458e-01   1.8136474e-01
   6.2339467e-02   2.7315057e-01   1.8165373e-01
   6.3047549e-02   2.7444164e-01   1.8194201e-01
   6.3760354e-02   2.7573780e-01   1.8222958e-01
   6.4477909e-02   2.7703905e-01   1.8251640e-01
   6.5200245e-02   2.7834542e-01   1.8280248e-01
   6.5927390e-02   2.7965690e-01   1.8308779e-01
   6.6659375e-02   2.8097352e-01   1.8337231e-01
   6.7396227e-02   2.8229527e-01   1.8365604e-01
   6.8137980e-02   2.8362216e-01   1.8393894e-01
   6.8884664e-02   2.8495422e-01   1.8422101e-01
   6.9636304e-02   2.8629145e-01   1.8450224e-01
   7.0392935e-02   2.8763385e-01   1.8478259e-01
   7.1154583e-02   2.8898143e-01   1.8506205e-01
   7.1921279e-02   2.9033420e-01   1.8534062e-01
   7.2693052e-02   2.9169218e-01   1.8561826e-01
   7.3469933e-02   2.9305536e-01   1.8589496e-01
   7.4251952e-02   2.9442376e-01   1.8617071e-01
   7.5039135e-02   2.9579737e-01   1.8644548e-01
   7.5831515e-02   2.9717622e-01   1.8671926e-01
   7.6629122e-02   2.9856030e-01   1.8699202e-01
   7.7431984e-02   2.9994962e-01   1.8726376e-01
   7.8240132e-02   3.0134419e-01   1.8753444e-01
   7.9053593e-02   3.0274401e-01   1.8780405e-01
   7.9872396e-02   3.0414909e-01   1.8807258e-01
   8.0696573e-02   3.0555943e-01   1.8834000e-01
   8.1526153e-02   3.0697504e-01   1.8860629e-01
   8.2361162e-02   3.0839592e-01   1.8887143e-01
   8.3201629e-02   3.0982207e-01   1.8913541e-01
   8.4047585e-02   3.1125350e-01   1.8939820e-01
   8.4899057e-02   3.1269020e-01   1.8965978e-01
   8.5756075e-02   3.1413220e-01   1.8992013e-01
   8.6618667e-02   3.1557948e-01   1.9017923e-01
   8.7486860e-02   3.1703204e-01   1.9043706e-01
   8.8360682e-02   3.1848990e-01   1.9069361e-01
   8.9240162e-02   3.1995304e-01   1.9094884e-01
   9.0125324e-02   3.2142147e-01   1.9120274e-01
   9.1016200e-02   3.2289519e-01   1.9145528e-01
   9.1912813e-02   3.2437420e-01   1.9170645e-01
   9.2815193e-02   3.2585850e-01   1.9195621e-01
   9.3723366e-02   3.2734809e-01   1.9220456e-01
