   0.0000000e+00  -6.5000000e+01
   3.5709778e-01  -6.4792376e+01
   7.1419556e-01  -6.4610421e+01
   1.2323317e+00  -6.4381954e+01
   1.8323317e+00  -6.4166337e+01
   2.0000000e+00  -6.4115223e+01
   2.0000000e+00  -6.4115223e+01
   2.0000000e+00  -6.4115223e+01
   2.2726782e+00  -6.2765660e+01
   2.5432534e+00  -6.1537282e+01
   2.8932317e+00  -5.9990267e+01
   3.3147318e+00  -5.7977431e+01
   3.8085151e+00  -5.4755073e+01
   4.0000000e+00  -5.2818209e+01
   4.0000000e+00  -5.2818209e+01
   4.0000000e+00  -5.2818209e+01
   4.1964093e+00  -5.0858593e+01
   4.3928186e+00  -4.7186450e+01
   4.6859923e+00  -3.2154294e+01
   4.8170321e+00  -1.3341213e+01
   4.9480718e+00   1.8367723e+01
   5.0258433e+00   3.2390068e+01
   5.0879008e+00   3.6723972e+01
   5.1499583e+00   3.7316836e+01
   5.2174655e+00   3.6102490e+01
   5.2964083e+00   3.3611390e+01
   5.3879063e+00   2.9944931e+01
   5.4816995e+00   2.5650585e+01
   5.5748606e+00   2.1053662e+01
   5.6702791e+00   1.6153593e+01
   5.7697061e+00   1.0970608e+01
   5.8738645e+00   5.5617327e+00
   5.9834967e+00  -3.0391602e-02
   6.0995031e+00  -5.7839782e+00
   6.2230940e+00  -1.1705165e+01
   6.3562671e+00  -1.7851556e+01
   6.5031739e+00  -2.4403861e+01
   6.6767146e+00  -3.2016719e+01
   6.8265512e+00  -3.8831102e+01
   6.9763878e+00  -4.6390644e+01
   7.1301665e+00  -5.5406632e+01
   7.2834636e+00  -6.4862736e+01
   7.4464205e+00  -7.1985900e+01
   7.6221976e+00  -7.4982233e+01
   7.8216715e+00  -7.5801129e+01
   8.0198927e+00  -7.5921774e+01
   8.2704142e+00  -7.5860171e+01
   8.5916198e+00  -7.5701432e+01
   9.0317796e+00  -7.5434922e+01
   9.6269102e+00  -7.5010457e+01
   1.0091440e+01  -7.4631229e+01
   1.0555970e+01  -7.4210771e+01
   1.1064643e+01  -7.3707295e+01
   1.1605017e+01  -7.3129970e+01
   1.2138746e+01  -7.2525666e+01
   1.2652572e+01  -7.1921172e+01
   1.3176071e+01  -7.1292435e+01
   1.3748792e+01  -7.0601599e+01
   1.4348792e+01  -6.9886967e+01
   1.4948792e+01  -6.9192862e+01
   1.5548792e+01  -6.8528420e+01
   1.6148792e+01  -6.7900501e+01
   1.6748792e+01  -6.7313881e+01
   1.7348792e+01  -6.6771567e+01
   1.7948792e+01  -6.6275238e+01
   1.8548792e+01  -6.5825708e+01
   1.9148792e+01  -6.5423311e+01
   1.9748792e+01  -6.5068162e+01
   2.0348792e+01  -6.4760296e+01
   2.0948792e+01  -6.4499674e+01
   2.1548792e+01  -6.4286080e+01
   2.2148792e+01  -6.4118922e+01
   2.2748792e+01  -6.3996974e+01
   2.3348792e+01  -6.3918105e+01
   2.3948792e+01  -6.3879050e+01
   2.4548792e+01  -6.3875310e+01
   2.5148792e+01  -6.3901220e+01
   2.5748792e+01  -6.3950215e+01
   2.6348792e+01  -6.4015272e+01
   2.6948792e+01  -6.4089433e+01
   2.7548792e+01  -6.4166329e+01
   2.8148792e+01  -6.4240592e+01
   2.8748792e+01  -6.4308108e+01
   2.9348792e+01  -6.4366096e+01
   2.9948792e+01  -6.4413029e+01
   3.0000000e+01  -6.4416501e+01
